C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_20_658.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_20_658.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_20_658.jpg, 0, 0, 0, 7.927799E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_20_770.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_20_770.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_20_770.jpg, 0, 0, 0, 7.842862E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_20_889.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_20_889.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_20_889.jpg, 0, 0, 0, 7.847626E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_000.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_000.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_000.jpg, 0, 0, 0, 7.853685E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_106.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_106.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_106.jpg, 0, 0, 0, 7.800013E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_224.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_224.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_224.jpg, 0, 0, 0, 7.84361E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_326.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_326.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_326.jpg, 0, 0, 0, 7.794213E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_430.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_430.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_430.jpg, 0, 0, 0, 7.94669E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_535.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_535.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_535.jpg, 0, 0, 0, 7.760031E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_640.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_640.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_640.jpg, 0, 0, 0, 7.848068E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_749.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_749.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_749.jpg, 0, 0, 0, 7.901614E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_856.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_856.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_856.jpg, 0, 0, 0, 7.796793E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_21_982.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_21_982.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_21_982.jpg, 0, 0, 0, 7.99941E-05
C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\center_2021_10_25_16_31_22_084.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\left_2021_10_25_16_31_22_084.jpg, C:\Users\Andraz\Desktop\DataForBehaviouralCloning\IMG\right_2021_10_25_16_31_22_084.jpg, 0, 0, 0, 7.837659E-05
